Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
at_0	cds	116677	117096	+	BIPKFD_00550		MAPEG family	SO:0001217, UniParc:UPI0002F81D63, UniRef:UniRef100_F7U524, UniRef:UniRef50_A0A068SLC4, UniRef:UniRef90_F7U524
at_0	cds	117246	118274	+	BIPKFD_00555	adhP	Alcohol dehydrogenase	COG:COG1064, COG:G, SO:0001217, UniRef:UniRef50_P12311, UniRef:UniRef90_A0A083ZPP9
at_0	cds	118393	119268	+	BIPKFD_00560	dLH	DLH domain-containing protein	COG:COG0412, COG:Q, SO:0001217, UniRef:UniRef50_I3WZL7, UniRef:UniRef90_U4PQT7
at_0	cds	119505	120050	-	BIPKFD_00565	moaB	Molybdenum cofactor biosynthesis protein B	COG:COG0521, COG:H, RefSeq:WP_035242005.1, SO:0001217, UniParc:UPI00030C1B42, UniRef:UniRef100_F7U563, UniRef:UniRef50_A0A2E8PDT0, UniRef:UniRef90_A0A024IQ96
at_0	cds	120077	120961	-	BIPKFD_00570	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	SO:0001217, UniRef:UniRef50_A0A346YJB8, UniRef:UniRef90_F7U564
at_0	cds	120968	122815	-	BIPKFD_00575	pilF	Beta-barrel assembly-enhancing protease	COG:COG3063, COG:NW, SO:0001217, UniRef:UniRef50_A0A083ZPQ6, UniRef:UniRef90_A0A083ZPQ6
at_0	cds	123005	124021	-	BIPKFD_00580	ispA	Octaprenyl diphosphate synthase	COG:COG0142, COG:H, RefSeq:WP_003493979.1, SO:0001217, UniParc:UPI000216FB45, UniRef:UniRef100_F7U566, UniRef:UniRef50_A0A1L3LJH5, UniRef:UniRef90_A0A083ZPQ7
at_0	cds	124133	124363	+	BIPKFD_00585		DUF2007 domain-containing protein	RefSeq:WP_003493981.1, SO:0001217, UniParc:UPI000216FB46, UniRef:UniRef100_F7U567, UniRef:UniRef50_B1LYA9, UniRef:UniRef90_A0A1B9U7I7
at_0	cds	124323	125171	+	BIPKFD_00590		MTS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7G6QPL0, UniRef:UniRef90_F7U568
at_0	cds	125258	126127	+	BIPKFD_00595	sppA	Putative serine protease SohB	COG:COG0616, COG:O, SO:0001217, UniRef:UniRef50_A0A238K6I5, UniRef:UniRef90_U4Q1D1
at_0	cds	126148	126342	+	BIPKFD_00600		hypothetical protein	RefSeq:WP_003493987.1, SO:0001217, UniParc:UPI000216FB49, UniRef:UniRef100_F7U570, UniRef:UniRef50_A0A346YJC4, UniRef:UniRef90_A0A4U1KH77
at_0	cds	126452	127405	+	BIPKFD_00605	glyQ	Glycine--tRNA ligase alpha subunit	COG:COG0752, COG:J, EC:6.1.1.14, GO:0004820, GO:0005524, GO:0005737, GO:0006426, SO:0001217, UniParc:UPI000216FB4A, UniRef:UniRef100_F7U571, UniRef:UniRef50_Q20YB4, UniRef:UniRef90_Q8UHP1
at_0	cds	127488	127898	+	BIPKFD_00610		hypothetical protein	SO:0001217, UniRef:UniRef50_U4PQX5, UniRef:UniRef90_A0A543QVK0
at_0	cds	128016	128567	+	BIPKFD_00615	lemA	LemA-like protein	COG:COG1704, COG:M, RefSeq:WP_080825990.1, SO:0001217, UniParc:UPI0009BB1DD4, UniRef:UniRef100_A0A4D7WSE6, UniRef:UniRef50_A0A644UTX7, UniRef:UniRef90_A0A083ZPR4
at_0	cds	128652	129929	+	BIPKFD_00620		3-phosphoshikimate 1-carboxyvinyltransferase	RefSeq:WP_003493991.1, SO:0001217, UniParc:UPI000216FB4D, UniRef:UniRef100_F7U574, UniRef:UniRef90_F0L6S0
at_0	cds	129951	131888	+	BIPKFD_00625		DUF2207 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1R3THZ1, UniRef:UniRef90_A0A7Y8N336
at_0	cds	132110	134263	+	BIPKFD_00630	glyS	Glycine--tRNA ligase beta subunit	EC:6.1.1.14, GO:0004814, GO:0004820, GO:0005524, GO:0005737, GO:0006420, GO:0006426, RefSeq:WP_003493995.1, SO:0001217, UniParc:UPI000216FB50, UniRef:UniRef100_F7U577, UniRef:UniRef50_Q986B5, UniRef:UniRef90_A9CK39
at_0	cds	134435	134983	+	BIPKFD_00635		DUF523 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A420FUJ0
at_0	cds	135191	137014	-	BIPKFD_00640		Methyl-accepting chemotaxis protein	COG:COG4564, COG:T, RefSeq:WP_003493999.1, SO:0001217, UniParc:UPI000216FB52, UniRef:UniRef100_F7U579, UniRef:UniRef50_A0A3G2DFF3, UniRef:UniRef90_A0A3G2DFF3
at_0	cds	137344	137856	-	BIPKFD_00645		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A083ZPS0, UniRef:UniRef90_F7U580
at_0	cds	138016	139287	-	BIPKFD_00650	purD	Phosphoribosylamine--glycine ligase	COG:COG0151, COG:F, EC:6.3.4.13, GO:0004637, GO:0005524, GO:0006189, GO:0009113, GO:0046872, SO:0001217, UniRef:UniRef50_Q8UHN3, UniRef:UniRef90_Q8UHN3
at_0	cds	139489	141813	+	BIPKFD_00655	tex	S1 motif domain-containing protein	COG:COG2183, COG:K, SO:0001217, UniRef:UniRef50_H0PZI8, UniRef:UniRef90_A0A285Y6T9
at_0	cds	141982	143238	+	BIPKFD_00660	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	COG:COG2230, COG:I, SO:0001217, UniRef:UniRef50_I3X0J0, UniRef:UniRef90_A0A0F4FWC9
at_0	cds	143542	144342	+	BIPKFD_00665	ompV	Outer membrane protein	COG:COG3713, COG:M, RefSeq:WP_035242009.1, SO:0001217, UniParc:UPI0005527D15, UniRef:UniRef100_F7U584, UniRef:UniRef50_A0A068SNK0, UniRef:UniRef90_A0A1B9U022
at_0	cds	144607	145566	+	BIPKFD_00670	ubiA	4-hydroxybenzoate octaprenyltransferase	COG:COG0382, COG:H, SO:0001217, UniRef:UniRef50_C4WIT1, UniRef:UniRef90_Q5QKG0
at_0	cds	145645	146211	-	BIPKFD_00675		DUF6101 domain-containing protein	RefSeq:WP_035218780.1, SO:0001217, UniParc:UPI0004597B0C, UniRef:UniRef100_A0A024IQV3, UniRef:UniRef50_A0A0F7PQR6, UniRef:UniRef90_A0A1B9V4T1
at_0	cds	146578	149016	+	BIPKFD_00680		DUF1217 domain-containing protein	RefSeq:WP_082183772.1, SO:0001217, UniParc:UPI0009E1AA08, UniRef:UniRef100_A0A1S7QXR5, UniRef:UniRef50_F0L6T2, UniRef:UniRef90_F7U587
at_0	cds	149200	150150	-	BIPKFD_00685	lysR	HTH-type transcriptional regulator DgdR	COG:COG0583, COG:K, RefSeq:WP_003494010.1, SO:0001217, UniParc:UPI000216FC98, UniRef:UniRef100_F7U588, UniRef:UniRef50_A9WZ61, UniRef:UniRef90_A0A068SL24
at_0	cds	150354	150647	+	BIPKFD_00690		hypothetical protein	RefSeq:WP_035241650.1, SO:0001217, UniParc:UPI000550D3FC, UniRef:UniRef100_F7U589, UniRef:UniRef50_A0A1B9V4T9, UniRef:UniRef90_F7U589
at_0	cds	150780	151472	-	BIPKFD_00695		Bacterial transglutaminase-like cysteine proteinase BTLCP	SO:0001217, UniRef:UniRef50_A0A543QVJ8, UniRef:UniRef90_A0A543QVJ8
at_0	cds	151828	152727	-	BIPKFD_00700		hypothetical protein	
at_0	cds	153222	154595	-	BIPKFD_00705		Glutamate--cysteine ligase	RefSeq:WP_003494015.1, SO:0001217, UniParc:UPI000216FC9C, UniRef:UniRef100_F7U592, UniRef:UniRef90_F0L6T5
at_0	cds	154769	155506	-	BIPKFD_00710	rsmE	Ribosomal RNA small subunit methyltransferase E	COG:COG1385, COG:J, SO:0001217, UniRef:UniRef50_A0A327Y2T0, UniRef:UniRef90_A0A083ZPT1
at_0	cds	155527	157032	-	BIPKFD_00715		Phosphate transporter	RefSeq:WP_003494017.1, SO:0001217, UniParc:UPI000216FC9E, UniRef:UniRef100_F7U594, UniRef:UniRef90_F0L6T7
at_0	cds	157194	157673	-	BIPKFD_00720	mutT	Nudix hydrolase domain-containing protein	COG:COG0494, COG:V, SO:0001217, UniParc:UPI0009B6D24B, UniRef:UniRef100_A0A1S7QXT6, UniRef:UniRef50_A0A0M3AZ65, UniRef:UniRef90_A0A6V6ZTR3
at_0	cds	157903	158688	-	BIPKFD_00725		Mannosylfructose-phosphate phosphatase	SO:0001217, UniRef:UniRef50_A9CK30, UniRef:UniRef90_A0A1S7QX46
at_0	cds	158670	160016	-	BIPKFD_00730	mfpsA	Mannosylfructose-phosphate synthase	COG:COG0438, COG:M, EC:2.4.1.246, GO:0016758, GO:0046351, GO:0103011, SO:0001217, UniRef:UniRef50_A7TZT2, UniRef:UniRef90_A7TZT2
at_0	cds	160120	160893	-	BIPKFD_00735	fadR	GntR family transcriptional regulator	COG:COG2186, COG:K, SO:0001217, UniParc:UPI000E8A632F, UniRef:UniRef100_A0A357X8P9, UniRef:UniRef50_A0A376A9E8, UniRef:UniRef90_A0A1V2APG0
at_0	cds	161206	162480	+	BIPKFD_00740		hypothetical protein	
at_0	cds	162649	163548	-	BIPKFD_00745	lysR	HTH-type transcriptional regulator DmlR	COG:COG0583, COG:K, RefSeq:WP_082184598.1, SO:0001217, UniParc:UPI0009D1ACBA, UniRef:UniRef100_A0A1S7QXE8, UniRef:UniRef50_A6U6H0, UniRef:UniRef90_A0A6V6ZT07
at_0	cds	163661	165094	+	BIPKFD_00750	glcD	Glycolate oxidase, subunit GlcD	COG:C, COG:COG0277, SO:0001217, UniRef:UniRef50_A0A0F7PKD8, UniRef:UniRef90_A0A1S7NUI0
at_0	cds	165294	166529	+	BIPKFD_00755	glcD	Glycolate oxidase, subunit GlcE	COG:C, COG:COG0277, SO:0001217, UniRef:UniRef50_B3PR96, UniRef:UniRef90_A0A1S7QSK4
at_0	cds	166533	167834	+	BIPKFD_00760	glpC	Glycolate oxidase subunit, (Fe-S)protein, GlcF	COG:C, COG:COG0247, RefSeq:WP_003494035.1, SO:0001217, UniParc:UPI000216FCA8, UniRef:UniRef100_F7U5A4, UniRef:UniRef50_A0A7H0P532, UniRef:UniRef90_A0A1S7QRX7
at_0	cds	168019	168678	-	BIPKFD_00765	lomR	OMP-b-brl domain-containing protein	COG:COG3637, COG:M, RefSeq:WP_003494037.1, SO:0001217, UniParc:UPI000216FCA9, UniRef:UniRef100_F7U5A5, UniRef:UniRef50_A0A1U9YYN8, UniRef:UniRef90_A0A083ZPU2
at_0	cds	168942	169718	-	BIPKFD_00770	erfK	YkuD domain-containing protein	COG:COG1376, COG:M, RefSeq:WP_003494039.1, SO:0001217, UniParc:UPI000216FCAA, UniRef:UniRef100_F7U5A6, UniRef:UniRef50_F7U5A6, UniRef:UniRef90_F7U5A6
at_0	cds	169956	170585	+	BIPKFD_00775	tag	3-methyl-adenine DNA glycosylase I, constitutive	COG:COG2818, COG:L, RefSeq:WP_003494042.1, SO:0001217, UniParc:UPI000216FCAB, UniRef:UniRef100_F7U5A7, UniRef:UniRef50_A0A085G2N8, UniRef:UniRef90_A0A024IQS8
at_0	cds	170582	171025	+	BIPKFD_00780		hypothetical protein	RefSeq:WP_003494044.1, SO:0001217, UniParc:UPI000216FCAC, UniRef:UniRef100_F7U5A8, UniRef:UniRef50_U4PUC1, UniRef:UniRef90_U4PUC1
at_0	cds	171038	172081	-	BIPKFD_00785	yeiH	UPF0324 membrane protein Atu0671	COG:COG2855, COG:S, GO:0005886, GO:0016021, RefSeq:WP_003494046.1, SO:0001217, UniParc:UPI000216FCAD, UniRef:UniRef100_F7U5A9, UniRef:UniRef50_Q7D0Y8, UniRef:UniRef90_Q7D0Y8
at_0	cds	172163	173080	+	BIPKFD_00790	lysR	HTH-type transcriptional regulator CysL	COG:COG0583, COG:K, RefSeq:WP_003494048.1, SO:0001217, UniParc:UPI000216FCAE, UniRef:UniRef100_F7U5B0, UniRef:UniRef50_A0A0Q8IC90, UniRef:UniRef90_A0A083ZPU7
at_0	cds	173282	173656	-	BIPKFD_00795		DUF305 domain-containing protein	RefSeq:WP_003494050.1, SO:0001217, UniParc:UPI000216FCAF, UniRef:UniRef100_F7U5B1, UniRef:UniRef50_A0A0M3AZT8, UniRef:UniRef90_M8BKI5
at_0	cds	173865	174005	+	BIPKFD_00800		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A024IQS2, UniRef:UniRef90_A0A024IQS2
at_0	cds	174016	174120	+	BIPKFD_00805		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A024IQ40, UniRef:UniRef90_A0A024IQ40
at_0	cds	174155	174919	-	BIPKFD_00810		hypothetical protein	RefSeq:WP_003494058.1, SO:0001217, UniParc:UPI000216FCB3, UniRef:UniRef100_F7U5B5, UniRef:UniRef50_K0PDA6, UniRef:UniRef90_M8AQ54
at_0	cds	174926	175195	-	BIPKFD_00815	relE	Toxin RelG	COG:COG2026, COG:V, RefSeq:WP_035241660.1, SO:0001217, UniParc:UPI000550748E, UniRef:UniRef100_UPI000550748E, UniRef:UniRef50_A0A1B9V4R9, UniRef:UniRef90_A0A083ZPU9
at_0	cds	175179	175406	-	BIPKFD_00820		RHH-1 domain-containing protein	COG:COG4710, COG:R, RefSeq:WP_003494062.1, SO:0001217, UniParc:UPI000216FCB5, UniRef:UniRef100_F7U5B7, UniRef:UniRef50_S3MD71, UniRef:UniRef90_A0A081CTZ9
at_0	cds	175563	177086	+	BIPKFD_00825	hisS	Histidine--tRNA ligase	COG:COG0124, COG:J, EC:6.1.1.21, GO:0004821, GO:0005524, GO:0005737, GO:0006427, SO:0001217, UniRef:UniRef50_Q9A2P3, UniRef:UniRef90_Q8UHK4
at_0	cds	177091	177459	+	BIPKFD_00830		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6J4VGB9, UniRef:UniRef90_A0A024IQ33
at_0	cds	177476	178600	+	BIPKFD_00835	hisZ	ATP phosphoribosyltransferase regulatory subunit	COG:COG3705, COG:E, GO:0000105, GO:0005737, SO:0001217, UniRef:UniRef50_Q2YIH8, UniRef:UniRef90_Q8UHK2
at_0	cds	178597	179289	+	BIPKFD_00840	hisG	ATP phosphoribosyltransferase	COG:COG0040, COG:E, EC:2.4.2.17, GO:0000105, GO:0003879, GO:0005524, GO:0005737, SO:0001217, UniRef:UniRef50_Q8UHK1, UniRef:UniRef90_Q8UHK1
at_0	cds	179354	179800	-	BIPKFD_00845		Membrane protein	SO:0001217, UniRef:UniRef50_A0A1R3TK88, UniRef:UniRef90_A0A0X6ZRN1
at_0	cds	179957	180397	-	BIPKFD_00850		hypothetical protein	SO:0001217, UniParc:UPI000216FCBB, UniRef:UniRef100_F7U5C3, UniRef:UniRef50_F0L6W1, UniRef:UniRef90_M8BKJ6
at_0	cds	180597	181307	-	BIPKFD_00855		hypothetical protein	
at_0	cds	181369	183003	-	BIPKFD_00860	groL,groEL	60 kDa chaperonin	COG:COG0459, COG:O, RefSeq:WP_003494079.1, SO:0001217, UniParc:UPI000216FDD5, UniRef:UniRef100_F7U5C5, UniRef:UniRef50_P0C0Z7, UniRef:UniRef90_W8IF30
at_0	cds	183078	183374	-	BIPKFD_00865	groS	10 kDa chaperonin	COG:COG0234, COG:O, GO:0005524, GO:0005737, GO:0006457, GO:0016887, RefSeq:WP_003494080.1, SO:0001217, UniParc:UPI00001275F4, UniRef:UniRef100_P30780, UniRef:UniRef50_P25969, UniRef:UniRef90_P30780
at_0	cds	183829	184677	+	BIPKFD_00870	nagD	4-nitrophenylphosphatase PNPPase	COG:COG0647, COG:F, RefSeq:WP_003494082.1, SO:0001217, UniParc:UPI000216FDD7, UniRef:UniRef100_F7U5C8, UniRef:UniRef50_A0A1R3TJT9, UniRef:UniRef90_A0A0F4FW09
at_0	cds	184735	185715	+	BIPKFD_00875		Riboflavin biosynthesis protein	RefSeq:WP_137037167.1, SO:0001217, UniParc:UPI000E946924, UniRef:UniRef100_A0A357XAQ8, UniRef:UniRef90_F0L6W5
at_0	cds	185996	188899	+	BIPKFD_00880	ileS	Isoleucine--tRNA ligase	EC:6.1.1.5, GO:0000049, GO:0002161, GO:0004822, GO:0005524, GO:0005737, GO:0006428, SO:0001217, UniRef:UniRef50_Q983N4, UniRef:UniRef90_Q8UHJ6
at_0	cds	189042	189680	+	BIPKFD_00885		hypothetical protein	RefSeq:WP_003494085.1, SO:0001217, UniParc:UPI000216FDDA, UniRef:UniRef100_F7U5D1, UniRef:UniRef50_M8BAI1, UniRef:UniRef90_M8BAI1
at_0	cds	189733	190170	-	BIPKFD_00890	tadA	tRNA-specific adenosine deaminase	COG:COG0590, COG:J, EC:3.5.4.33, GO:0002100, GO:0008270, GO:0052717, SO:0001217, UniRef:UniRef50_A9CK16, UniRef:UniRef90_A9CK16
at_0	cds	190263	192245	+	BIPKFD_00895		hypothetical protein	
at_0	cds	192226	192783	+	BIPKFD_00900	rsmD	Methyltransferase	COG:COG0742, COG:J, RefSeq:WP_082183794.1, SO:0001217, UniParc:UPI0009D359DB, UniRef:UniRef100_A0A7L5BGL8, UniRef:UniRef50_A0A1B3M949, UniRef:UniRef90_U4Q1I1
at_0	cds	192933	193859	+	BIPKFD_00905	rssA	PNPLA domain-containing protein	COG:COG1752, COG:R, RefSeq:WP_080833606.1, SO:0001217, UniParc:UPI0009BA445D, UniRef:UniRef100_A0A1S7QYM6, UniRef:UniRef50_A0A2U8FYI5, UniRef:UniRef90_A0A083ZPW6
at_0	cds	194069	195895	-	BIPKFD_00910	kch	Glutathione-regulated potassium-efflux system protein KefB	COG:COG1226, COG:P, SO:0001217, UniRef:UniRef50_F7X9B8, UniRef:UniRef90_U4PUE9
at_0	cds	196012	197358	+	BIPKFD_00915		Metalloprotease PmbA	SO:0001217, UniRef:UniRef50_A0A2S6QKH8
at_0	cds	197452	198258	+	BIPKFD_00920		Putative inositol monophosphatase family protein	SO:0001217, UniRef:UniRef50_A0A1U9YYR6, UniRef:UniRef90_A0A1S7Q445
at_0	cds	198320	198559	+	BIPKFD_00925		DUF4170 domain-containing protein	RefSeq:WP_003494094.1, SO:0001217, UniParc:UPI000216FDE2, UniRef:UniRef100_A0A2L2L8Z2, UniRef:UniRef50_A0A173KS61, UniRef:UniRef90_A0A024IQN8
at_0	cds	198776	200098	+	BIPKFD_00930	kdtA	3-deoxy-D-manno-octulosonic acid transferase	COG:COG1519, COG:M, RefSeq:WP_003494096.1, SO:0001217, UniParc:UPI000216FDE3, UniRef:UniRef100_F7U5E0, UniRef:UniRef50_B9JSE0, UniRef:UniRef90_A0A1R3TSH4
at_0	cds	200092	200829	+	BIPKFD_00935	gph	HAD family hydrolase	COG:C, COG:COG0546, RefSeq:WP_003494098.1, SO:0001217, UniParc:UPI000216FDE4, UniRef:UniRef100_F7U5E1, UniRef:UniRef50_A0A1U9YVM7, UniRef:UniRef90_A0A1B9T389
at_0	cds	201142	202188	+	BIPKFD_00940	lpxK	Tetraacyldisaccharide 4'-kinase	SO:0001217, UniRef:UniRef50_Q8UHI5, UniRef:UniRef90_A0A3G2DGR4
at_0	cds	202420	202641	-	BIPKFD_00945		DUF2093 domain-containing protein	COG:COG3908, COG:S, RefSeq:WP_003494102.1, SO:0001217, UniParc:UPI000216FDE6, UniRef:UniRef100_F7U5E3, UniRef:UniRef50_A0A1A9FWM3, UniRef:UniRef90_A0A1B9UAZ0
at_0	cds	202781	204610	-	BIPKFD_00950	mutL	DNA mismatch repair protein MutL	COG:COG0323, COG:L, GO:0005524, GO:0006298, GO:0016887, GO:0030983, GO:0032300, SO:0001217, UniParc:UPI0009D45784, UniRef:UniRef100_A0A1S7NL22, UniRef:UniRef50_Q8UHI3, UniRef:UniRef90_Q8UHI3
at_0	cds	204968	206629	+	BIPKFD_00955		Two component sensor kinase	SO:0001217, UniRef:UniRef50_K5CMB7, UniRef:UniRef90_F7U5M5
at_0	cds	206806	208158	+	BIPKFD_00960		GGDEF family protein	COG:COG5001, COG:T, RefSeq:WP_003494108.1, SO:0001217, UniParc:UPI000216FDE9, UniRef:UniRef100_F7U5M6, UniRef:UniRef50_A0A1N6PIU9, UniRef:UniRef90_A9CK09
at_0	cds	208344	209231	-	BIPKFD_00965		Gluconolactonase protein	SO:0001217, UniRef:UniRef50_Q92RN9, UniRef:UniRef90_A0A024IRN3
at_0	cds	209236	209865	-	BIPKFD_00970	eda	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	COG:COG0800, COG:G, SO:0001217, UniRef:UniRef50_Q92RN8, UniRef:UniRef90_A0A083ZPX9
at_0	cds	209944	210858	-	BIPKFD_00975	dgoK	2-dehydro-3-deoxygalactonokinase (2-keto-3-deoxy-galactonokinase) (2-oxo-3-deoxygalactonate kinase)	COG:COG3734, COG:G, RefSeq:WP_003494114.1, SO:0001217, UniParc:UPI000216FDEC, UniRef:UniRef100_F7U5M9, UniRef:UniRef50_Q92RN7, UniRef:UniRef90_U4Q1J6
at_0	cds	210858	211628	-	BIPKFD_00980	fabG	3-oxoacyl-(Acyl carrier protein) reductase	COG:COG1028, COG:I, SO:0001217, UniRef:UniRef50_Q92RN6, UniRef:UniRef90_A0A0F4FWB4
at_0	cds	211652	212596	+	BIPKFD_00985		Pectin degradation repressor protein kdgR	SO:0001217, UniRef:UniRef50_A0A0Q8FQM4, UniRef:UniRef90_A0A024IQW5
at_0	cds	212781	213521	+	BIPKFD_00990	citB	HTH-type quorum sensing-dependent transcriptional regulator RpaR	COG:COG2197, COG:TK, RefSeq:WP_003494120.1, SO:0001217, UniParc:UPI000216FDEF, UniRef:UniRef100_F7U5N2, UniRef:UniRef50_A0A376A953, UniRef:UniRef90_A0A083ZPY2
at_0	cds	213600	214823	+	BIPKFD_00995	tauA	ABC transporter, nucleotide binding/ATPase protein	COG:COG0715, COG:P, SO:0001217, UniRef:UniRef50_A0A1R3TAE3, UniRef:UniRef90_A0A3G2DFP9
at_0	cds	214952	216076	+	BIPKFD_01000		Iron-sulfur cluster carrier protein	SO:0001217, UniRef:UniRef50_A0A0M7A2Z2, UniRef:UniRef90_A0A1B9V505
at_0	cds	216404	217381	+	BIPKFD_01005	corA	Magnesium transport protein CorA	COG:COG0598, COG:P, SO:0001217, UniRef:UniRef50_A0A1R3TCW0, UniRef:UniRef90_U4PUH1
at_0	cds	217397	219316	+	BIPKFD_01010	kup1	putative potassium transport system protein kup 1	COG:COG3158, COG:P, GO:0005886, GO:0015079, GO:0016021, RefSeq:WP_082183806.1, SO:0001217, UniParc:UPI0009CCCF0D, UniRef:UniRef100_A0A357X5V1, UniRef:UniRef50_Q9F5A5, UniRef:UniRef90_Q8UHH1
at_0	cds	219382	219948	-	BIPKFD_01015		Riboflavin biosynthesis protein RibD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D6QDN3, UniRef:UniRef90_F7U5N7
at_0	cds	220158	221339	+	BIPKFD_01020	cwlJ	Hydrolase-2 domain-containing protein	COG:COG3773, COG:DM, SO:0001217, UniRef:UniRef50_A0A2W4DSZ1, UniRef:UniRef90_M8B5C3
at_0	cds	221610	221975	+	BIPKFD_01025		ATP synthase protein I	RefSeq:WP_003494135.1, SO:0001217, UniParc:UPI000216FF2C, UniRef:UniRef100_F7U5N9, UniRef:UniRef50_A0A1B9UAX5, UniRef:UniRef90_A0A1B9UAX5
at_0	cds	222037	222786	+	BIPKFD_01030	atpB	ATP synthase subunit a	COG:C, COG:COG0356, GO:0005886, GO:0016021, GO:0045263, GO:0046933, RefSeq:WP_003494138.1, SO:0001217, UniParc:UPI000216FF2D, UniRef:UniRef100_F7U5P0, UniRef:UniRef50_A9IQH9, UniRef:UniRef90_A9CK03
at_0	cds	222859	223086	+	BIPKFD_01035	atpE	ATP synthase subunit c	RefSeq:WP_003494147.1, SO:0001217, UniParc:UPI00000D18D7, UniRef:UniRef100_A0A178HAC1, UniRef:UniRef50_A9IQH9, UniRef:UniRef90_A0A178HAC1
at_0	cds	223168	223809	+	BIPKFD_01040	atpF2	ATP synthase subunit b 2	COG:C, COG:COG0711, GO:0005886, GO:0016021, GO:0045263, GO:0046933, SO:0001217, UniRef:UniRef50_Q8YFH7, UniRef:UniRef90_Q7D0U9
at_0	cds	223811	224296	+	BIPKFD_01045	atpF1	ATP synthase subunit b 1	COG:C, COG:COG0711, GO:0005886, GO:0016021, GO:0045263, GO:0046933, RefSeq:WP_003494149.1, SO:0001217, UniParc:UPI000216FF2F, UniRef:UniRef100_F7U5P3, UniRef:UniRef50_A9CK01, UniRef:UniRef90_A9CK01
at_0	cds	224643	225626	+	BIPKFD_01050		Phosphotransferase	SO:0001217, UniRef:UniRef50_I3X8J4, UniRef:UniRef90_A0A543R1X9
at_0	cds	225797	226468	-	BIPKFD_01055	rnhB	Ribonuclease HII	COG:COG0164, COG:L, EC:3.1.26.4, GO:0003723, GO:0004523, GO:0005737, GO:0006401, GO:0030145, SO:0001217, UniRef:UniRef50_Q8UHG2, UniRef:UniRef90_Q8UHG2
at_0	cds	226857	228014	-	BIPKFD_01060	splB	Elp3 domain-containing protein	COG:COG1533, COG:L, SO:0001217, UniRef:UniRef50_F8J946, UniRef:UniRef90_A0A081D3H1
at_0	cds	228259	228777	+	BIPKFD_01065		Glycosyl transferase	SO:0001217, UniParc:UPI000E83E301, UniRef:UniRef100_A0A357X7B6, UniRef:UniRef50_A0A285TZI6, UniRef:UniRef90_A0A0D8KEK0
at_0	cds	228932	229792	+	BIPKFD_01070		SH3 type 3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024IRL3, UniRef:UniRef90_A0A024IRL3
at_0	cds	229865	231301	-	BIPKFD_01075	glcD	D-2-hydroxyglutarate dehydrogenase, mitochondrial	COG:C, COG:COG0277, SO:0001217, UniRef:UniRef50_A0A1F4DC36, UniRef:UniRef90_A0A083ZPZ8
at_0	cds	231352	232329	-	BIPKFD_01080	tsaC	Threonylcarbamoyl-AMP synthase	COG:COG0009, COG:J, RefSeq:WP_035242022.1, SO:0001217, UniParc:UPI00054D763B, UniRef:UniRef100_F7U5Q0, UniRef:UniRef50_A0A060I2J5, UniRef:UniRef90_A0A6V6ZT60
at_0	cds	232396	233004	-	BIPKFD_01085		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1I0Y403, UniRef:UniRef90_A9CJZ8
at_0	cds	233338	234582	+	BIPKFD_01090	hcaE	Ring hydroxylating dioxygenase, alpha-subunit	COG:COG4638, COG:PR, RefSeq:WP_035219001.1, SO:0001217, UniParc:UPI0004599D95, UniRef:UniRef100_F7U5Q3, UniRef:UniRef50_A0A2A2K4X9, UniRef:UniRef90_M8BFW6
at_0	cds	234590	235672	+	BIPKFD_01095	fpr	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component	COG:C, COG:COG1018, SO:0001217, UniRef:UniRef50_A0A083ZQ02, UniRef:UniRef90_A0A083ZQ02
at_0	cds	235850	236317	+	BIPKFD_01100		Lectin-like protein BA14k	RefSeq:WP_035241695.1, SO:0001217, UniParc:UPI00031BD282, UniRef:UniRef100_A0A357X8Z4, UniRef:UniRef50_M8AKL2, UniRef:UniRef90_M8AKL2
at_0	cds	236542	237060	+	BIPKFD_01105		Lectin-like protein BA14k	RefSeq:WP_035241698.1, SO:0001217, UniParc:UPI0002DA6479, UniRef:UniRef100_F7U5Q7, UniRef:UniRef50_K2QE64, UniRef:UniRef90_A0A083ZQ04
at_0	cds	237278	238273	-	BIPKFD_01110	corA	Divalent cation transporter	COG:COG0598, COG:P, RefSeq:WP_003494174.1, SO:0001217, UniParc:UPI000216FF3E, UniRef:UniRef100_F7U5Q8, UniRef:UniRef50_A0A083ZQ05, UniRef:UniRef90_A0A3G2DFQ7
