,strain,treatment,cosm,name,contig,start,end,length
315,Agrobacterium tumefaciens,3,2,At32.1,tig00000001_polypolish,2998190,2998191,1
316,Agrobacterium tumefaciens,3,2,At32.1,tig00000001_polypolish,2998203,2999962,1759
317,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,0,3197,3197
318,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,7409,7410,1
319,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,15187,15188,1
320,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,41905,41906,1
321,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,48249,48250,1
322,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,67838,67839,1
323,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,113093,113094,1
324,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,117471,117472,1
325,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,122499,122500,1
326,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,135277,135278,1
327,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,135880,135881,1
328,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,165730,165731,1
329,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,211881,211882,1
330,Agrobacterium tumefaciens,3,2,At32.1,tig00000003_polypolish,212745,213991,1246
331,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,0,1575,1575
332,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,2373,2374,1
333,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,2491,2492,1
334,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,2636,2637,1
335,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,3096,3097,1
336,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,3287,3288,1
337,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,8755,8756,1
338,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,9066,9067,1
339,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,10938,10939,1
340,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,19185,19186,1
341,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,31469,31470,1
342,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,44959,44960,1
343,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,45255,45256,1
344,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,59413,59414,1
345,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,62623,62624,1
346,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,68082,68083,1
347,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,73333,73334,1
348,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,79224,79225,1
349,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,80332,80333,1
350,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,86815,86816,1
351,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,93686,93687,1
352,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,123354,123801,447
353,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,161586,161587,1
354,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,161614,161615,1
355,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,162319,162320,1
356,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,162730,162731,1
357,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,162882,162883,1
358,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,163569,163570,1
359,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,163659,163660,1
360,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,167805,167806,1
361,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,169155,169156,1
362,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,169412,169413,1
363,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,218562,218563,1
364,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,221067,221068,1
365,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,223454,223455,1
366,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,224026,224027,1
367,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,224191,224192,1
368,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,225051,225052,1
369,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,225132,225134,2
370,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,225240,225241,1
371,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,225303,225304,1
372,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,225324,225325,1
373,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,225499,225500,1
374,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,225764,225765,1
375,Agrobacterium tumefaciens,3,2,At32.1,tig00000004_polypolish,225986,229503,3517
376,Agrobacterium tumefaciens,3,2,At32.1,tig00000005_polypolish,0,31114,31114
377,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,1,882,881
378,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,1191,1192,1
379,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,1610,1611,1
380,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2410,2412,2
381,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,201820,201821,1
382,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,1172377,1172395,18
383,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,1197892,1199993,2101
384,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2994854,2994855,1
385,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2995308,2995309,1
386,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2995742,2995744,2
387,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2995748,2995749,1
388,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2996098,2996099,1
389,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2996109,2996110,1
390,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2996576,2996577,1
391,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2996891,2996892,1
392,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2997087,2997088,1
393,Agrobacterium tumefaciens,3,3,At33.1,tig00000001_polypolish,2997145,2999962,2817
394,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,0,1485,1485
395,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,1873,1874,1
396,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,5482,5483,1
397,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,6034,6036,2
398,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,7865,7866,1
399,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,8577,8578,1
400,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,9430,11979,2549
401,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,14737,14738,1
402,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,14743,14744,1
403,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,16242,16243,1
404,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,20398,20399,1
405,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,48249,48250,1
406,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,59231,59232,1
407,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,63497,63498,1
408,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,64241,64242,1
409,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,147928,147929,1
410,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,175375,175376,1
411,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,175656,175657,1
412,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,176053,176054,1
413,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,177094,177095,1
414,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,177169,177170,1
415,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,177385,177386,1
416,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,177910,177911,1
417,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,178212,178213,1
418,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,180044,180045,1
419,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,180426,180427,1
420,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,181474,181475,1
421,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,181723,181724,1
422,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,181811,181812,1
423,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,181913,182263,350
424,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,183021,183022,1
425,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,183762,183763,1
426,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,196424,196425,1
427,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,199153,199154,1
428,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,199899,199900,1
429,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,205242,205246,4
430,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,205254,205255,1
431,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,208171,208172,1
432,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,208819,208820,1
433,Agrobacterium tumefaciens,3,3,At33.1,tig00000003_polypolish,208942,213991,5049
434,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,0,2641,2641
435,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,2694,2695,1
436,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,3682,3683,1
437,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,5259,5260,1
438,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,6482,6483,1
439,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,40366,40367,1
440,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,40656,40657,1
441,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,67636,67637,1
442,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,69114,69115,1
443,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,100408,100409,1
444,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,100424,100425,1
445,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,100768,100769,1
446,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,100778,100779,1
447,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,100864,100865,1
448,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,100896,102039,1143
449,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,102051,102052,1
450,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,102291,102292,1
451,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,102454,102455,1
452,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,102758,102759,1
453,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,103064,103065,1
454,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,103113,103114,1
455,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,103555,103556,1
456,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,104030,104031,1
457,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,104200,104201,1
458,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,105432,105433,1
459,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,105482,105483,1
460,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,105523,105524,1
461,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,105828,105829,1
462,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,105874,105875,1
463,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,105929,105930,1
464,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,105978,105979,1
465,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,106127,106128,1
466,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,106175,106176,1
467,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,106246,106247,1
468,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,106372,106373,1
469,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,106387,106388,1
470,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,106559,106560,1
471,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,106598,106599,1
472,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,107068,107069,1
473,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,107072,107073,1
474,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,107164,107165,1
475,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,107171,107173,2
476,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,107307,107308,1
477,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,110924,110925,1
478,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,115509,115510,1
479,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,118088,118089,1
480,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,121320,121321,1
481,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,128269,128270,1
482,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,144574,144575,1
483,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,187858,187859,1
484,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,194897,194898,1
485,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,203333,203334,1
486,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,204160,204161,1
487,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,216391,216392,1
488,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,224760,224761,1
489,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,225248,225249,1
490,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,226437,226438,1
491,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,226786,226787,1
492,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,227373,227374,1
493,Agrobacterium tumefaciens,3,3,At33.1,tig00000004_polypolish,227401,229503,2102
494,Agrobacterium tumefaciens,3,3,At33.1,tig00000005_polypolish,0,31114,31114
495,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,1,118,117
496,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,1163,1164,1
497,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,1590,1591,1
498,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,1649,1650,1
499,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,2053,2054,1
500,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,2104,2105,1
501,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,2356,2357,1
502,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,109570,109571,1
503,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,809581,809582,1
504,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,818205,818206,1
505,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,963453,963454,1
506,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,1409472,1409473,1
507,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,2995401,2995403,2
508,Agrobacterium tumefaciens,3,4,At34.1,tig00000001_polypolish,2997467,2999962,2495
509,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,0,1842,1842
510,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,2245,2246,1
511,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,2282,2283,1
512,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,2553,2554,1
513,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,2917,2919,2
514,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,3563,3564,1
515,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,3606,3607,1
516,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,4715,4716,1
517,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,6757,6758,1
518,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,7741,7742,1
519,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,8021,8022,1
520,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,11521,11522,1
521,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,19546,19547,1
522,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,58777,58778,1
523,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,59554,59555,1
524,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,59652,59653,1
525,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,61880,61881,1
526,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,63230,63231,1
527,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,64932,64933,1
528,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,64976,64977,1
529,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,66966,66967,1
530,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,68066,68067,1
531,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,68697,68698,1
532,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,109882,109883,1
533,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,116383,116384,1
534,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,121190,121191,1
535,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,121326,121327,1
536,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,122472,122473,1
537,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,134735,134736,1
538,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,137210,137211,1
539,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,146706,146707,1
540,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,170760,170761,1
541,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,175723,175724,1
542,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,177154,177155,1
543,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,178920,178921,1
544,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,184987,184988,1
545,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,196246,196247,1
546,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,196811,196812,1
547,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,197933,197934,1
548,Agrobacterium tumefaciens,3,4,At34.1,tig00000003_polypolish,203388,213991,10603
549,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,0,1490,1490
550,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,1528,1529,1
551,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,1663,1664,1
552,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,1717,1718,1
553,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,1844,1845,1
554,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,2772,2773,1
555,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,3620,3621,1
556,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,8662,8663,1
557,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,10477,10478,1
558,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,13907,13908,1
559,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,36175,36176,1
560,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,89906,89907,1
561,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,98280,98281,1
562,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,150752,150753,1
563,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,191264,191265,1
564,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,192555,192556,1
565,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,213998,213999,1
566,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,215219,215220,1
567,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,218271,218272,1
568,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,218312,218313,1
569,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,218913,218914,1
570,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,222173,222174,1
571,Agrobacterium tumefaciens,3,4,At34.1,tig00000004_polypolish,222747,222748,1
